date,open,high,low,close,volume,symbol
2005-01-03,32.797,33.2032,32.7422,33.0836,1661184.0,INFY
2005-01-04,33.125,33.125,32.5352,32.6306,3134048.0,INFY
2005-01-05,32.4688,32.4688,31.3126,32.0602,5442928.0,INFY
2005-01-06,32.1094,32.7032,31.1564,31.9242,7767552.0,INFY
2005-01-07,31.875,32.261,31.1728,32.0454,12393856.0,INFY
2005-01-10,32.172,32.5,30.9376,31.1586,7137488.0,INFY
2005-01-11,31.2656,31.5782,30.4892,30.7962,9212352.0,INFY
2005-01-12,31.6876,31.6876,29.3736,29.74,25935248.0,INFY
2005-01-13,30.0782,31.0626,30.0734,30.7094,9117584.0,INFY
2005-01-14,28.9064,31.3282,28.9064,30.875,6112992.0,INFY
2005-01-17,31.0938,31.4844,30.25,31.2298,6691040.0,INFY
2005-01-18,31.3492,31.6094,30.5,30.675,4846960.0,INFY
2005-01-19,30.8594,31.0938,30.4376,30.5656,3870048.0,INFY
2005-01-20,30.5938,30.811,30.0938,30.6406,4955360.0,INFY
2005-01-24,30.625,30.7032,29.5484,29.7438,6189264.0,INFY
2005-01-25,29.875,30.0016,29.4376,29.8736,5120928.0,INFY
2005-01-27,30.2344,30.6564,30.047,30.4914,2845520.0,INFY
2005-01-28,30.625,32.015,30.5938,31.8626,5387456.0,INFY
2005-01-31,32.0314,32.75,31.7344,32.3008,6843488.0,INFY
2005-02-01,32.422,32.7032,32.1142,32.2438,11618848.0,INFY
2005-02-02,32.4844,32.8906,32.1876,32.29,4145824.0,INFY
2005-02-03,32.0626,33.0314,32.0626,32.8634,3553552.0,INFY
2005-02-04,32.8634,33.0938,32.422,32.511,3100832.0,INFY
2005-02-07,32.8126,33.0156,31.5392,31.7078,11068304.0,INFY
2005-02-08,32.0,32.0,31.6306,31.8922,5892512.0,INFY
2005-02-09,32.0314,32.1892,31.797,31.9314,2311296.0,INFY
2005-02-10,32.011,32.0156,31.7188,31.9376,3078944.0,INFY
2005-02-11,32.129,32.9048,32.125,32.8642,5125728.0,INFY
2005-02-14,33.1242,34.0156,33.1242,33.8884,4633408.0,INFY
2005-02-15,33.9532,34.2188,33.5328,34.1258,4051408.0,INFY
2005-02-16,34.1876,34.422,33.9844,34.1212,3927888.0,INFY
2005-02-17,33.9844,33.9992,33.3688,33.9102,6906080.0,INFY
2005-02-18,33.625,34.125,33.625,33.8368,2240592.0,INFY
2005-02-21,33.75,33.797,33.204,33.4758,2370064.0,INFY
2005-02-22,33.3986,34.0938,33.0664,33.779,2567296.0,INFY
2005-02-23,33.7656,33.8126,33.3594,33.468,2069760.0,INFY
2005-02-24,33.5938,33.9844,33.461,33.7868,14575552.0,INFY
2005-02-25,33.9844,34.1406,33.832,34.0618,2038704.0,INFY
2005-02-28,34.375,35.1094,33.6766,34.9556,5429488.0,INFY
2005-03-01,34.8438,35.1406,34.0,34.0884,3119520.0,INFY
2005-03-02,34.0938,34.4532,33.6094,34.1056,3779856.0,INFY
2005-03-03,34.297,34.8438,34.0626,34.657,3418544.0,INFY
2005-03-04,34.8282,35.1016,34.643,34.8876,3684864.0,INFY
2005-03-07,34.9688,35.3422,34.7204,35.2008,2648240.0,INFY
2005-03-08,35.2008,35.6876,34.9922,35.3782,2564432.0,INFY
2005-03-09,35.3126,35.5,32.0938,35.1696,3509648.0,INFY
2005-03-10,34.547,35.0782,34.375,34.8766,6345456.0,INFY
2005-03-11,35.0782,35.1204,34.454,34.6024,2869376.0,INFY
2005-03-14,34.375,35.0314,34.2236,34.8032,3124224.0,INFY
2005-03-15,34.7344,34.875,34.375,34.4524,1616320.0,INFY
2005-03-16,34.2344,34.7454,33.922,34.2548,4397600.0,INFY
2005-03-17,34.2642,34.436,33.9086,34.0704,2614144.0,INFY
2005-03-18,34.0782,34.5126,33.5204,34.3758,5666240.0,INFY
2005-03-21,34.4078,35.0914,34.297,34.943,3751920.0,INFY
2005-03-22,34.8392,35.125,34.565,34.729,2780848.0,INFY
2005-03-23,34.5532,34.7492,33.6172,33.7814,2668944.0,INFY
2005-03-24,33.4728,34.1876,33.4728,33.7352,2321856.0,INFY
2005-03-28,33.7556,34.6094,33.7556,34.2298,2023456.0,INFY
2005-03-29,34.2188,34.2188,33.6094,33.8548,2516336.0,INFY
