Date,open,high,low,close,volume,dividends,stock_splits,symbol
2015-10-01 00:00:00+05:30,1773.624048446373,1786.172264109537,1752.979170169552,1776.770751953125,182986,0.0,0.0,BAJAJ-AUTO
2015-10-05 00:00:00+05:30,1784.3686837715857,1845.7663159013607,1774.122878961648,1833.294921875,226860,0.0,0.0,BAJAJ-AUTO
2015-10-06 00:00:00+05:30,1838.0915393550476,1841.007964240272,1797.530655281544,1824.085205078125,214337,0.0,0.0,BAJAJ-AUTO
2015-10-07 00:00:00+05:30,1819.7492543468325,1891.8146544715185,1806.6638457332415,1881.68408203125,297092,0.0,0.0,BAJAJ-AUTO
2015-10-08 00:00:00+05:30,1903.2498500087759,1903.2498500087759,1846.6489056297353,1865.643798828125,215467,0.0,0.0,BAJAJ-AUTO
2015-10-09 00:00:00+05:30,1878.7678218363528,1907.931701423682,1871.7071305683037,1879.995849609375,226253,0.0,0.0,BAJAJ-AUTO
2015-10-12 00:00:00+05:30,1880.685918188474,1887.1710045701616,1846.303212224299,1859.0048828125,109815,0.0,0.0,BAJAJ-AUTO
2015-10-13 00:00:00+05:30,1864.9531139158269,1902.3672967567306,1861.1157618295802,1889.5889892578125,240921,0.0,0.0,BAJAJ-AUTO
2015-10-14 00:00:00+05:30,1885.1377087752392,1902.405793945729,1865.7590798616893,1871.822021484375,110664,0.0,0.0,BAJAJ-AUTO
2015-10-15 00:00:00+05:30,1880.302488717219,1887.9771927527993,1872.93469789478,1880.80126953125,132541,0.0,0.0,BAJAJ-AUTO
2015-10-16 00:00:00+05:30,1885.482811679255,1909.2743928991827,1869.5962126613776,1889.1282958984375,187013,0.0,0.0,BAJAJ-AUTO
2015-10-19 00:00:00+05:30,1889.128400332215,1903.5184704139656,1865.0299045835916,1892.1214599609375,202855,0.0,0.0,BAJAJ-AUTO
2015-10-20 00:00:00+05:30,1895.652099841557,1899.489452270386,1841.9291658379502,1871.89892578125,243441,0.0,0.0,BAJAJ-AUTO
2015-10-21 00:00:00+05:30,1875.697813022235,1947.9168585946602,1868.7905788498947,1933.2965087890625,1213789,0.0,0.0,BAJAJ-AUTO
2015-10-23 00:00:00+05:30,1943.8874078813183,1967.947491636112,1923.3191644247458,1930.686767578125,497453,0.0,0.0,BAJAJ-AUTO
2015-10-26 00:00:00+05:30,1941.7004129422962,1981.5320579274837,1941.7004129422962,1976.6971435546875,521901,0.0,0.0,BAJAJ-AUTO
2015-10-27 00:00:00+05:30,1969.3678356327234,1991.5860705058371,1960.9256596113114,1981.7239990234375,380147,0.0,0.0,BAJAJ-AUTO
2015-10-28 00:00:00+05:30,1980.1504232077143,1983.9109531609772,1963.419531273648,1972.705810546875,317563,0.0,0.0,BAJAJ-AUTO
2015-10-29 00:00:00+05:30,1973.93383432066,1995.4230051453019,1966.757911257723,1978.00146484375,395616,0.0,0.0,BAJAJ-AUTO
2015-10-30 00:00:00+05:30,1976.312909257822,1982.3758498782815,1949.3362149061732,1957.3946533203125,167715,0.0,0.0,BAJAJ-AUTO
